tag,term,text,url
diy,instrument,"he full set of instruments (the score) i","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#instrument,6"
diy,instrument,"isions, as the instruments/electronics a","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#instrument,7"
diy,instrument,"y physical and instrument-specific actio","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#instrument,8"
diy,instrument,"on/curation of instruments and the creat","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#instrument,9"
diy,instrument,"ely monophonic instrumental approach of ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#instrument,10"
diy,instrument," nature of the instruments and approach ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#instrument,11"
software,software,"have been some software tools develope","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,0"
software,software,"ly develop the software for the system","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,1"
software,software,"With any software project, the f","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,2"
software,software,"a formal agile software development pr","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,3"
software,software,"m building the software as a native ap","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,4"
software,software,"control custom software written in Max","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,5"
software,software,"ink into other software tools.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#software,6"
dfscore,dfscore,"The dfscore system, a real","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,0"
dfscore,dfscore,"rns. Using the dfscore system I compo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,1"
dfscore,dfscore,"formers in the dfscore pieces similar","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,2"
dfscore,dfscore,"lysis with the dfscore system. The id","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,3"
dfscore,dfscore,"nter about the dfscore system I had t","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,4"
dfscore,dfscore,"ical tool; the dfscore system could a","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,5"
dfscore,dfscore,"vations of the dfscore system in gene","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,6"
dfscore,dfscore,"on to creating dfscores for use in an","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,7"
dfscore,dfscore,"v analysis and dfscore has interestin","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,8"
dfscore,dfscore,"				dfscore 2.0","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,9"
dfscore,dfscore,"				dfscore – Manche","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfscore,10"
dfscore,dfs,"The dfscore system, a ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,0"
dfscore,dfs,"rns. Using the dfscore system I c","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,1"
dfscore,dfs,"formers in the dfscore pieces sim","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,2"
dfscore,dfs,"lysis with the dfscore system. Th","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,3"
dfscore,dfs,"nter about the dfscore system I h","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,4"
dfscore,dfs,"ical tool; the dfscore system cou","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,5"
dfscore,dfs,"vations of the dfscore system in ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,6"
dfscore,dfs,"on to creating dfscores for use i","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,7"
dfscore,dfs,"v analysis and dfscore has intere","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,8"
dfscore,dfs,"				dfscore 2.0","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,9"
dfscore,dfs,"				dfscore – Ma","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#dfs,10"
dfscore,networked score,"altime dynamic networked score system, allowe","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#networked score,0"
controller,controller," SoftStep foot controller, augmented wit","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#controller,0"
gamepad,controller," SoftStep foot controller, augmented wit","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#controller,0"
mapping,mapping,"ptors, feature mapping, and audio seg","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#mapping,0"
mapping,map,"ptors, feature mapping, and audio","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#map,0"
gesture,gesture,"osing discrete gestures and started f","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,0"
gesture,gesture,"in calls for a gesture to return to r","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,1"
gesture,gesture,"d with rubbing gesture","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,2"
gesture,gesture,"n more erratic gestures","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,3"
gesture,gesture,"urn to rubbing gesture, but more erra","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,4"
gesture,gesture," in on smaller gesture","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,5"
gesture,gesture,"in calls for a gesture to return to r","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,6"
gesture,gesture,"d with rubbing gesture.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,7"
gesture,gesture,"n more erratic gestures.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,8"
gesture,gesture,"urn to rubbing gesture, but more erra","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,9"
gesture,gesture," in on smaller gesture.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,10"
gesture,gesture,"se preparatory gestures/decisions is ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#gesture,11"
form,form,"vising solo performer using a new/","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,0"
form,form,"raction and performance, specifica","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,1"
form,form,"t indicated performers’ styles, ti","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,2"
form,form,"tastes, and performative tendencie","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,3"
form,form," a composer/performer hierarchy.I ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,4"
form,form," a composer/performer hierarchy. T","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,5"
form,form,"r using the performers as their in","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,6"
form,form," when one transforms information i","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,7"
form,form,"n of musical information can augme","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,8"
form,form,"nking, such as formal consideratio","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,9"
form,form," improvised performance, albeit wi","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,10"
form,form," improvised performance. You can c","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,11"
form,form,"ier focuses on formal segmentation","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,12"
form,form,"ysis by the performers. This appro","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,13"
form,form,"ch offers a performer-centric anal","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,14"
form,form,"ced by each performer. This graph ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,15"
form,form,"n from each performer’s perspectiv","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,16"
form,form," coming in the form of decisions. ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,17"
form,form,"scontinuity in formal segmentation","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,18"
form,form,"nce in solo performance.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,19"
form,form," ideas which inform the next impro","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,20"
form,form,"s, the overall form, and specific ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,21"
form,form,"n done with performers you have wo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,22"
form,form,"s which then inform the next impro","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,23"
form,form,"once. Once. performance I watched ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,24"
form,form,"an come in the form of instrumenta","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,25"
form,form,"s dealing with form and transition","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,26"
form,form,"nology, and performance modalities","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,27"
form,form," improvised performance, preferabl","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,28"
form,form,"phones. The performer must then wa","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,29"
form,form,"inute video/performance. Once the ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,30"
form,form,"en down the performer then goes ba","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,31"
form,form,"e of my own performances and assis","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,32"
form,form,"veral other performer’s analyses. ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,33"
form,form,"For my own performances I analyze","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,34"
form,form,"y after the performance, then (1b)","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,35"
form,form,"0:15 – formal brain calls ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,36"
form,form,"0:28 – formal brain calls ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,37"
form,form,"0:42 – formal brain calls ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,38"
form,form,"ialize in a performative setting b","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,39"
form,form,"a kind of meta-formal capacity/way","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,40"
form,form," Starting with form in iminlovewit","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,41"
form,form,"curation of performers in the dfsc","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,42"
form,form,"onceptual, and formal consideratio","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,43"
form,form,"ovised solo performance.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,44"
form,form,"cal concepts informed several piec","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,45"
form,form,"ch, in turn, informed the further ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,46"
form,form,"he SubRip file format (.srt), as t","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,47"
form,form," into suitably formatted .srt file","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,48"
form,form," to view the information in an out","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,49"
form,form," overload of information. Click to","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,50"
form,form," up with a waveform and spectroson","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,51"
form,form,"along with waveform and spectroson","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,52"
form,form,"a useful and informative way. I lo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,53"
form,form," – not a formal agile softwa","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,54"
form,form,"The waveform display was a ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,55"
form,form," on top of waveform-data.js.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,56"
form,form,"mewhat poor performance when I got","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,57"
form,form,"ch improved performance.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,58"
form,form,"s, JQuery, waveform-data.js). Thes","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,59"
form,form,"tream. The waveform display is gen","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,60"
form,form,"int in the waveform you can simply","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,61"
form,form,"ere in the waveform. The long thin","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,62"
form,form,"n both the waveform and constellat","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,63"
form,form,"of the same performer, or as compa","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,64"
form,form,"ed to other performers, in identif","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,65"
form,form,"l begin with a formal analysis. Ev","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,66"
form,form,"n, and several formal blocks of ma","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,67"
form,form,"ddle as x. The formal blocks of ma","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,68"
form,form,"dy to begin performing on the drum","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,69"
form,form,"he large scale form of the piece b","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,70"
form,form,"tended ternary form. The analysis ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,71"
form,form,"focus on these formal blocks of ma","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,72"
form,form," due to the performance being a so","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,73"
form,form,"oughout the performance.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,74"
form,form,"through the performance, as by the","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,75"
form,form,"ces in this performance, with Mate","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,76"
form,form,"Within each formal section ther","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,77"
form,form,"e some kind of formal change is co","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,78"
form,form," improvised performance. Other tha","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,79"
form,form,"ions regarding form/structure gene","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,80"
form,form,"appen while performing.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,81"
form,form," begin in this formal block, coinc","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,82"
form,form," this given performance.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,83"
form,form,"finally taking formal decisions re","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,84"
form,form,"rom various performers, to see if ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,85"
form,form,"ions relate to formal blocks of ma","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,86"
form,form," regard to the formal material and","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,87"
form,form,"isation (1) performance. PA often ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,88"
form,form,"performs with an elect","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,89"
form,form,"op. In this performance, which was","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,90"
form,form,"l begin with a formal analysis. PA","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,91"
form,form,"’s performance is 6:03 mi","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,92"
form,form,"The overall form of the piece, ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,93"
form,form,"1a), is an ABA form. Within this t","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,94"
form,form,"ernary form there are more","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,95"
form,form,"’s block form and the upcomi","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,96"
form,form,"he large-scale form.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,97"
form,form,"f the video/performance being purp","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,98"
form,form,"sion of the performance, something","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,99"
form,form,"oughout the performance there are ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,100"
form,form,"This performance contains a","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,101"
form,form,"ddle of the performance. The comme","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,102"
form,form,"eading in a performance psychology","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,103"
form,form,"g for the next formal block. These","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,104"
form,form," particular performance is that th","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,105"
form,form," during the performance, but this ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,106"
form,form,"alyses from performances where per","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,107"
form,form,"formers are directe","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,108"
form,form,"sis of PA’s performance has provid","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,109"
form,form,"nce to this performance. Each form","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,110"
form,form,"e where the performer places these","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,111"
form,form," pre-formal spikes in ac","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,112"
form,form," Laptop (1) performances provide a","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,113"
form,form,"ss multiple performers. Using the ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,114"
form,form,") ASSSSCAT! performance is intende","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,115"
form,form,"cifically long-form comedy improv,","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,116"
form,form,"y a player (performer) is made wit","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,117"
form,form,"stated by long-form improvisation ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,118"
form,form,"-documented performance, filmed us","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,119"
form,form,"ics on each performer. The second ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,120"
form,form,"tary on the performance, giving th","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,121"
form,form,"xt of the long-form show.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,122"
form,form," the following format: player comm","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,123"
form,form,"seful timing information.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,124"
form,form,"f and other performers. I have ask","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,125"
form,form,"I regularly perform with, as well ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,126"
form,form,"phics. The waveform display will b","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,127"
form,form," to see the performance in context","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,128"
form,form,"e inclusion of formal/structural h","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,129"
form,form,"erface. The performer will be able","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,130"
form,form,"ovisation into formal sections as ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,131"
form,form,"database of performances in this m","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,132"
form,form,"ed for each performer and give per","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,133"
form,form,"having each performer analyze thei","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,134"
form,form,"r own performance blindly to","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,135"
form,form,"om within a performance.In additio","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,136"
form,form,"ion of solo performances, I plan o","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,137"
form,form,"having each performer analyze thei","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,138"
form,form,"r own performance blindly to","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,139"
form,form,"a from each performance within the","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,140"
form,form," same performance. I will pe","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,141"
form,form,"ing between performers. This multi","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,142"
form,form,"gs show how performers, working in","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,143"
form,form," existing data format. Reaper is a","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,144"
form,form,"system. This information will be s","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,145"
form,form,"e being this information will serv","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,146"
form,form,"sampling my performance using Cut ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,147"
form,form,"you want to perform with is an int","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,148"
form,form,"			Upcoming Performances						No u","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,149"
form,form,"pcoming performances","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#form,150"
form,formal,"nking, such as formal considerations","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,0"
form,formal,"ier focuses on formal segmentation o","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,1"
form,formal,"scontinuity in formal segmentation, ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,2"
form,formal,"0:15 – formal brain calls fo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,3"
form,formal,"0:28 – formal brain calls fo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,4"
form,formal,"0:42 – formal brain calls fo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,5"
form,formal,"a kind of meta-formal capacity/way.","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,6"
form,formal,"onceptual, and formal considerations","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,7"
form,formal," – not a formal agile software","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,8"
form,formal,"l begin with a formal analysis. Ever","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,9"
form,formal,"n, and several formal blocks of mate","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,10"
form,formal,"ddle as x. The formal blocks of mate","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,11"
form,formal,"focus on these formal blocks of mate","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,12"
form,formal,"Within each formal section there ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,13"
form,formal,"e some kind of formal change is conc","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,14"
form,formal," begin in this formal block, coincid","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,15"
form,formal,"finally taking formal decisions rega","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,16"
form,formal,"ions relate to formal blocks of mate","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,17"
form,formal," regard to the formal material and i","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,18"
form,formal,"l begin with a formal analysis. PA’s","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,19"
form,formal,"g for the next formal block. These s","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,20"
form,formal,"formance. Each formal block has a de","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,21"
form,formal,"aces these pre-formal spikes in acti","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,22"
form,formal,"e inclusion of formal/structural hig","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,23"
form,formal,"ovisation into formal sections as we","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#formal,24"
memory,memory,".com and later memory in ialreadyfor","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#memory,0"
memory,memory,"l confusion of memory” serves ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#memory,1"
memory,memories,"ture, episodic memories such as these,","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#memories,0"
interaction,interact,"amics of group interaction and perform","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,0"
interaction,interact,"sport, and the interaction in the musi","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,1"
interaction,interact," of heightened interaction, certain em","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,2"
interaction,interact," how materials interact, primarily wit","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,3"
interaction,interact,"something more interactive, musically ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,4"
interaction,interact,"lding dynamic, interactive data visual","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,5"
interaction,interact,"nted something interactive to be runni","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,6"
interaction,interact,"ther something interactive, compact, a","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,7"
interaction,interact,"version is the interactivity.One of th","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,8"
interaction,interact,"version is the interactivity. You can ","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,9"
interaction,interact,"The ability to interact with the analy","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,10"
interaction,interact,"re to view and interact with the compl","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,11"
interaction,interact," I conclude by interacting with the Fo","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,12"
interaction,interact,"lear games and interactions that can b","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,13"
interaction,interact,"re to view and interact with the Uprig","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,14"
interaction,interact,"re to view and interact with Bryan Har","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,15"
interaction,interact,"s experiences, interactions, and tende","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#interact,16"
behavior,behavior,"scribes mainly behaviors and relations","http://www.rodrigoconstanzo.com/2015/04/making-decisions-in-time/#behavior,0"
